"","x"
"1413",-1
"1414",1
"1415",0
"1416",0
"1417",1
"1418",0
"1419",0
"1420",1
"1421",0
"1422",0
"1423",0
"1424",0
"1425",0
"1426",1
"1427",0
"1428",0
"1429",0
"1430",-1
"1431",0
"1432",1
"1433",1
"1434",3
"1435",0
"1436",0
"1437",2
"1438",-2
"1439",1
"1440",-1
"1441",0
"1442",0
"1443",1
"1444",1
"1445",0
"1446",1
"1447",0
"1448",0
"1449",1
"1450",2
"1451",0
"1452",2
"1453",0
"1454",1
"1455",0
"1456",0
"1457",2
"1458",-1
"1459",0
"1460",0
"1461",1
"1462",0
"1463",0
"1464",0
"1465",1
"1466",1
"1467",0
"1468",0
"1469",0
"1470",-3
"1471",4
"1472",2
"1473",1
"1474",1
"1475",0
"1476",-2
"1477",1
"1478",-1
"1479",3
"1480",2
"1481",0
"1482",0
"1483",0
"1484",2
"1485",0
"1486",1
"1487",-3
"1488",0
"1489",2
"1490",0
"1491",2
"1492",0
"1493",0
"1494",0
"1495",-1
"1496",0
"1497",1
"1498",0
"1499",0
"1500",1
"1501",0
"1502",2
"1503",1
"1504",1
"1505",0
"1506",0
"1507",1
"1508",0
"1509",0
"1510",1
"1511",0
"1512",1
"1513",1
"1514",0
"1515",7
"1516",1
"1517",0
"1518",4
"1519",0
"1520",-1
"1521",1
"1522",1
"1523",0
"1524",0
"1525",1
"1526",1
"1527",-1
"1528",0
"1529",0
"1530",0
"1531",0
"1532",0
"1533",-1
"1534",0
"1535",1
"1536",2
"1537",0
"1538",0
"1539",-1
"1540",0
"1541",-1
"1542",3
"1543",0
"1544",1
"1545",-1
"1546",1
"1547",1
"1548",0
"1549",0
"1550",-1
"1551",0
"1552",1
"1553",1
"1554",0
"1555",2
"1556",1
"1557",0
"1558",0
"1559",1
"1560",1
"1561",-1
"1562",0
"1563",0
"1564",1
"1565",1
"1566",0
"1567",-1
"1568",2
"1569",0
"1570",-1
"1571",4
"1572",-1
"1573",1
"1574",1
"1575",1
"1576",0
"1577",1
"1578",2
"1579",1
"1580",0
"1581",0
"1582",0
"1583",-1
"1584",1
"1585",-1
"1586",1
"1587",0
"1588",1
"1589",1
"1590",4
"1591",-1
"1592",0
"1593",0
"1594",-1
"1595",0
"1596",1
"1597",0
"1598",2
"1599",3
"1600",1
"1601",1
"1602",0
"1603",1
"1604",0
"1605",0
"1606",0
"1607",1
"1608",3
"1609",0
"1610",0
"1611",1
"1612",0
"1613",0
"1614",0
"1615",1
"1616",0
"1617",3
"1618",-1
"1619",0
"1620",1
"1621",0
"1622",1
"1623",0
"1624",-1
"1625",0
"1626",1
"1627",0
"1628",1
"1629",0
"1630",0
"1631",-1
"1632",1
"1633",0
"1634",2
"1635",0
"1636",0
"1637",0
"1638",2
"1639",0
"1640",0
"1641",0
"1642",1
"1643",0
"1644",-1
"1645",3
"1646",0
"1647",2
"1648",0
"1649",0
"1650",0
"1651",0
"1652",-1
"1653",-1
"1654",0
"1655",1
"1656",1
"1657",0
"1658",-2
"1659",4
"1660",0
"1661",0
"1662",0
"1663",0
"1664",0
"1665",0
"1666",1
"1667",1
"1668",0
"1669",0
"1670",0
"1671",0
"1672",-1
"1673",1
"1674",0
"1675",1
"1676",0
"1677",0
"1678",0
"1679",0
"1680",1
"1681",0
"1682",0
"1683",1
"1684",-1
"1685",0
"1686",0
"1687",0
"1688",0
"1689",0
"1690",-1
"1691",0
"1692",0
"1693",1
"1694",1
"1695",1
"1696",1
"1697",3
"1698",0
"1699",0
"1700",2
"1701",2
"1702",1
"1703",0
"1704",0
"1705",1
"1706",0
"1707",0
"1708",0
"1709",0
"1710",0
"1711",1
"1712",1
"1713",-2
"1714",2
"1715",0
"1716",0
"1717",1
"1718",-1
"1719",0
"1720",0
"1721",0
"1722",0
"1723",0
"1724",-1
"1725",0
"1726",1
"1727",0
"1728",-2
"1729",-1
"1730",1
"1731",2
"1732",0
"1733",0
"1734",0
"1735",1
"1736",0
"1737",0
"1738",0
"1739",1
"1740",1
"1741",0
"1742",1
"1743",0
"1744",0
"1745",1
"1746",0
"1747",0
"1748",0
"1749",0
"1750",2
"1751",0
"1752",0
"1753",-1
"1754",1
"1755",0
"1756",1
"1757",-1
"1758",0
"1759",1
"1760",0
"1761",0
"1762",-1
"1763",1
"1764",1
"1765",-1
"1766",1
"1767",0
"1768",0
"1769",0
"1770",2
"1771",0
"1772",0
"1773",1
"1774",1
"1775",0
"1776",1
"1777",1
"1778",2
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",0
"1785",0
"1786",3
"1787",1
"1788",0
"1789",0
"1790",0
"1791",1
"1792",1
"1793",2
"1794",1
"1795",0
"1796",0
"1797",2
"1798",1
"1799",-2
"1800",1
"1801",-1
"1802",1
"1803",1
"1804",0
"1805",1
"1806",0
"1807",0
"1808",-1
"1809",0
"1810",0
"1811",0
"1812",0
"1813",0
"1814",0
"1815",0
"1816",0
"1817",0
"1818",1
"1819",0
"1820",1
"1821",2
"1822",1
"1823",2
"1824",1
"1825",0
"1826",0
"1827",0
"1828",2
"1829",0
"1830",1
"1831",-3
"1832",0
"1833",0
"1834",0
"1835",1
"1836",0
"1837",0
"1838",1
"1839",2
"1840",0
"1841",1
"1842",-1
"1843",1
"1844",0
"1845",1
"1846",-1
"1847",2
"1848",0
"1849",0
"1850",0
"1851",1
"1852",-1
"1853",0
"1854",-1
"1855",-1
"1856",1
"1857",0
"1858",0
"1859",-2
"1860",2
"1861",1
"1862",1
"1863",0
"1864",1
"1865",1
"1866",2
"1867",-1
"1868",1
"1869",2
"1870",1
"1871",0
"1872",0
"1873",0
"1874",1
"1875",-1
"1876",0
"1877",-1
"1878",0
"1879",1
"1880",2
"1881",2
"1882",0
"1883",-2
"1884",0
"1885",0
"1886",1
"1887",0
"1888",0
"1889",0
"1890",0
"1891",1
"1892",1
"1893",0
"1894",-1
"1895",2
"1896",0
"1897",0
"1898",1
"1899",-1
"1900",1
"1901",2
"1902",-1
"1903",1
"1904",0
"1905",0
"1906",-2
"1907",-2
"1908",1
"1909",0
"1910",1
"1911",1
"1912",0
"1913",-1
"1914",0
"1915",0
"1916",0
"1917",0
"1918",0
"1919",0
"1920",0
"1921",0
"1922",1
"1923",0
"1924",1
"1925",1
"1926",2
"1927",1
"1928",1
"1929",-1
"1930",2
"1931",0
"1932",1
"1933",0
"1934",4
"1935",0
"1936",0
"1937",0
"1938",0
"1939",0
"1940",-1
"1941",0
"1942",0
"1943",0
"1944",-1
"1945",-1
"1946",2
"1947",0
"1948",0
"1949",0
"1950",1
"1951",0
"1952",1
"1953",0
"1954",0
"1955",1
"1956",-1
"1957",-1
"1958",2
"1959",0
"1960",0
"1961",2
"1962",0
"1963",-1
"1964",0
"1965",3
"1966",-1
"1967",-1
"1968",-1
"1969",0
"1970",1
"1971",0
"1972",1
"1973",-1
"1974",0
"1975",0
"1976",1
"1977",0
"1978",0
"1979",0
"1980",0
"1981",2
"1982",2
"1983",1
"1984",0
"1985",3
"1986",1
"1987",2
"1988",2
"1989",1
"1990",0
"1991",2
"1992",-1
"1993",0
"1994",3
"1995",2
"1996",0
"1997",-1
"1998",2
"1999",-1
"2000",-2
"2001",-1
"2002",1
"2003",1
"2004",0
"2005",0
"2006",0
"2007",1
"2008",1
"2009",1
"2010",0
"2011",-1
"2012",-1
"2013",-1
"2014",0
"2015",1
"2016",0
"2017",0
"2018",5
"2019",0
"2020",0
"2021",0
"2022",0
"2023",1
"2024",1
"2025",0
"2026",0
"2027",0
"2028",3
"2029",0
"2030",0
"2031",1
"2032",0
"2033",1
"2034",0
"2035",-1
"2036",0
"2037",1
"2038",0
"2039",1
"2040",4
"2041",1
"2042",0
"2043",0
"2044",0
"2045",0
"2046",0
"2047",0
"2048",-1
"2049",-1
"2050",0
"2051",0
"2052",-1
"2053",0
"2054",-1
"2055",1
"2056",1
"2057",1
"2058",0
"2059",0
"2060",0
"2061",2
"2062",1
"2063",0
"2064",0
"2065",0
"2066",-1
"2067",0
"2068",0
"2069",1
"2070",0
"2071",2
"2072",0
"2073",1
"2074",-1
"2075",2
"2076",0
"2077",0
"2078",-1
"2079",-1
"2080",0
"2081",0
"2082",0
"2083",1
"2084",-1
"2085",0
"2086",1
"2087",-1
"2088",0
"2089",0
"2090",-2
"2091",1
"2092",1
"2093",1
"2094",1
"2095",-2
"2096",2
"2097",1
"2098",0
"2099",0
"2100",0
"2101",-1
"2102",0
"2103",0
"2104",-2
"2105",-1
"2106",0
"2107",0
"2108",-1
"2109",0
"2110",0
"2111",3
"2112",-1
"2113",1
"2114",0
"2115",1
"2116",-1
"2117",1
"2118",-1
"2119",0
"2120",0
"2121",1
"2122",1
"2123",0
"2124",-2
"2125",0
"2126",0
"2127",0
"2128",0
"2129",1
"2130",0
"2131",-1
"2132",0
"2133",1
"2134",0
"2135",0
"2136",0
"2137",0
"2138",0
"2139",2
"2140",2
"2141",0
"2142",0
"2143",0
"2144",-1
"2145",-2
"2146",2
"2147",0
"2148",0
"2149",0
"2150",0
"2151",2
"2152",0
"2153",1
"2154",2
"2155",0
"2156",0
"2157",0
"2158",2
"2159",1
"2160",0
"2161",-3
"2162",-1
"2163",0
"2164",0
"2165",1
"2166",0
"2167",-1
"2168",0
"2169",0
"2170",1
"2171",1
"2172",0
"2173",-1
"2174",0
"2175",0
"2176",0
"2177",1
"2178",0
"2179",1
"2180",0
"2181",1
"2182",0
"2183",0
"2184",0
"2185",1
"2186",-1
"2187",1
"2188",0
"2189",0
"2190",0
"2191",1
"2192",0
"2193",1
"2194",0
"2195",0
"2196",0
"2197",0
"2198",0
"2199",1
"2200",0
"2201",-1
"2202",-1
"2203",0
"2204",1
"2205",0
"2206",0
"2207",0
"2208",-2
"2209",2
"2210",0
"2211",0
"2212",2
"2213",0
"2214",0
"2215",0
"2216",0
"2217",0
"2218",0
"2219",0
"2220",1
"2221",-1
"2222",1
"2223",0
"2224",0
"2225",0
"2226",0
"2227",0
"2228",1
"2229",1
"2230",2
"2231",-1
"2232",0
"2233",0
"2234",-1
"2235",1
"2236",1
"2237",0
"2238",1
"2239",1
"2240",1
"2241",0
"2242",0
"2243",2
"2244",1
"2245",0
"2246",0
"2247",0
"2248",-1
"2249",1
"2250",1
"2251",0
"2252",-2
"2253",0
"2254",0
"2255",0
"2256",1
"2257",1
"2258",1
"2259",0
"2260",0
"2261",1
"2262",0
"2263",0
"2264",2
"2265",2
"2266",0
"2267",0
"2268",0
"2269",1
"2270",1
"2271",-1
"2272",0
"2273",1
"2274",0
"2275",0
"2276",3
"2277",1
"2278",0
"2279",1
"2280",0
"2281",0
"2282",0
"2283",0
"2284",0
"2285",0
"2286",0
"2287",1
"2288",-1
"2289",0
"2290",0
"2291",1
"2292",1
"2293",1
"2294",1
"2295",1
"2296",0
"2297",0
"2298",0
"2299",0
"2300",2
"2301",0
"2302",-1
"2303",-2
"2304",0
"2305",0
"2306",0
"2307",0
"2308",4
"2309",0
"2310",-1
"2311",1
"2312",0
"2313",0
"2314",0
"2315",0
"2316",1
"2317",1
"2318",0
"2319",0
"2320",0
"2321",4
"2322",1
"2323",1
"2324",0
"2325",1
"2326",2
"2327",-1
"2328",1
"2329",1
"2330",-1
"2331",0
"2332",1
"2333",2
"2334",1
"2335",0
"2336",0
"2337",-1
"2338",1
"2339",0
"2340",1
"2341",0
"2342",1
"2343",2
"2344",0
"2345",2
"2346",1
"2347",0
"2348",0
"2349",1
"2350",0
"2351",1
"2352",-1
"2353",0
"2354",1
"2355",-2
"2356",1
"2357",-1
"2358",2
"2359",0
"2360",0
"2361",0
"2362",0
"2363",1
"2364",0
"2365",0
"2366",2
"2367",-1
"2368",0
"2369",0
"2370",0
"2371",1
"2372",0
"2373",-2
"2374",0
"2375",-1
"2376",1
"2377",0
"2378",-1
"2379",0
"2380",2
"2381",0
"2382",0
"2383",1
"2384",0
"2385",2
"2386",0
"2387",0
"2388",1
"2389",-1
"2390",1
"2391",1
"2392",2
"2393",1
"2394",-1
"2395",1
"2396",0
"2397",1
"2398",2
"2399",0
"2400",1
"2401",0
"2402",1
"2403",0
"2404",2
"2405",1
"2406",-1
"2407",1
"2408",0
"2409",0
"2410",0
"2411",2
"2412",0
"2413",2
"2414",-1
"2415",0
"2416",0
"2417",3
"2418",0
"2419",0
"2420",2
"2421",1
"2422",2
"2423",0
"2424",2
"2425",0
"2426",-1
"2427",1
"2428",0
"2429",0
"2430",-2
"2431",-1
"2432",-1
"2433",-2
"2434",0
"2435",0
"2436",1
"2437",-1
"2438",0
"2439",2
"2440",-1
"2441",0
